0.055	52.03	52.05	949.8254545454547	950.9727272727273	0.2104	0.2535	0.006294736842105265	0.00913865546218486	0.3292895124607598	0.3284630163304515	0.32929720563549697	0.3284907484391328
0.06	56.78	56.81	950.3383333333334	951.7833333333334	0.2403	0.297	0.006294736842105265	0.00913865546218486	0.32910120934601383	0.3281053805081265	0.3291076729047768	0.3281286855998685
0.065	61.53	61.57	950.8153846153846	952.5492307692307	0.273	0.3457	0.006884210526315791	0.010231092436974799	0.32889647326507393	0.3277185858913973	0.32890557862472936	0.32775109790780316
0.07	66.29	66.33	951.4100000000001	953.2885714285713	0.3087	0.4002	0.007499999999999982	0.011449579831932776	0.32867652235128475	0.3272998643147897	0.32868881950672796	0.32734467375661186
0.075	71.05	71.1	951.972	954.1519999999999	0.3479	0.4614	0.008235294117647077	0.01283018867924529	0.32843678160919537	0.32684388185654006	0.32845375125666704	0.3269053808907441
0.08	75.81	75.87	952.515	954.99875	0.3912	0.5299	0.009096638655462176	0.014360587002096418	0.32817306423954623	0.32634901805720307	0.32819667136901226	0.3264323681430442
0.085	80.57	80.65	953.0494117647057	955.96	0.4392	0.6066	0.010084033613445394	0.016046025104602506	0.32788217285176446	0.3258119446166563	0.32791490174655136	0.3259234460428299
0.09	85.34	85.43	953.6922222222222	956.9166666666666	0.4923	0.6925	0.011132075471698097	0.01797071129707112	0.32756464338723534	0.3252272815950681	0.3276085491889717	0.32537685259085175
0.095	90.11	90.22	954.3294736842106	957.982105263158	0.5513	0.7883	0.012368972746331246	0.02000000000000003	0.3272152554285503	0.324595802852287	0.32727495637688425	0.32479113049617925
0.1	94.88	95.01	954.9669999999999	959.05	0.6167	0.895	0.013710691823899385	0.022275574112734838	0.3268335441259134	0.32391327228712763	0.32691308123482876	0.32416827756577077
0.105	99.66	99.81	955.707619047619	960.2285714285714	0.6893	1.014	0.015188284518828447	0.02479166666666668	0.32641681717840654	0.3231740306582507	0.3265216083029534	0.3235051161386511
0.11	104.4	104.6	956.088181818182	961.3181818181819	0.7697	1.145	0.01696202531645567	0.027348643006263093	0.32596072796934866	0.3223868706182281	0.32610175276028885	0.3228038504499564
0.115	109.2	109.4	957.031304347826	962.5217391304349	0.8586	1.29	0.01852083333333334	0.030208333333333264	0.32547069597069594	0.32154174283973186	0.3256451612983048	0.3220687330450397
0.12	114.	114.2	957.9725000000001	963.7500000000001	0.9567	1.45	0.020437500000000004	0.03333333333333334	0.32494122807017545	0.320636310566258	0.32516440954403375	0.32129970583137624
0.125	118.8	119.1	958.92	965.808	1.065	1.626	0.022562500000000003	0.035918367346938825	0.32436868686868686	0.31968094038623	0.3246535794376602	0.3204554216458172
0.13	123.6	123.9	959.8692307692307	967.0692307692308	1.183	1.819	0.02458333333333337	0.04020833333333325	0.32376213592233005	0.31865213882163035	0.3241099888647985	0.3196729897755179
0.135	128.4	128.7	960.8370370370369	968.3703703703702	1.313	2.03	0.027083333333333248	0.04395833333333346	0.323107476635514	0.3175602175602175	0.32354693009868923	0.3188085605278025
0.14	133.2	133.6	961.8142857142856	970.4214285714284	1.454	2.259	0.029375000000000106	0.046734693877550984	0.3224174174174174	0.31642465069860276	0.3229453960646296	0.3178272337550538
0.145	138.	138.4	962.8000000000001	971.7586206896552	1.606	2.505	0.03166666666666662	0.05124999999999988	0.32169565217391305	0.31523362235067437	0.32231855808818816	0.31697188885177313
0.15	142.8	143.3	963.7866666666667	973.8000000000002	1.768	2.77	0.033749999999999905	0.054081632653061186	0.32095238095238093	0.31400325657129563	0.32166297119057297	0.31592042633268563
0.155	147.7	148.2	965.4322580645162	975.8387096774194	1.942	3.055	0.0355102040816328	0.05816326530612275	0.3201850598059129	0.312719298245614	0.3209649956942773	0.31496556031608275
0.16	152.5	153.1	966.4375	977.8874999999999	2.13	3.362	0.039166666666666565	0.06265306122448971	0.31936612021857924	0.31137382974091005	0.3203587539037805	0.31402169905959615
0.165	157.3	158.	967.4666666666667	979.9454545454546	2.332	3.691	0.04208333333333322	0.06714285714285702	0.3185081585081585	0.3099725738396624	0.3196724170796006	0.3130493069906845
0.17	162.2	162.9	969.1117647058823	982.0235294117647	2.549	4.044	0.044285714285714504	0.07204081632653048	0.31761816687217426	0.30850828729281765	0.3189005740512794	0.3121004522458265
0.175	167.	167.8	970.1771428571429	984.12	2.781	4.421	0.04833333333333326	0.07693877551020413	0.31668063872255486	0.3069864918553834	0.31826135456821386	0.3111273854401109
0.18	171.9	172.7	971.8222222222222	986.2444444444444	3.028	4.824	0.05040816326530604	0.08224489795918397	0.315718440954043	0.30540050183362283	0.31741696957449383	0.3101923066153107
0.185	176.7	177.6	972.9297297297296	988.3945945945947	3.292	5.253	0.05500000000000015	0.08755102040816322	0.31470288624787773	0.3037556306306306	0.31679749208595154	0.3092384010849725
0.19	181.6	182.6	974.5894736842106	991.1	3.572	5.709	0.05714285714285713	0.0911999999999999	0.31366372980910423	0.30206827309236944	0.31589425467159854	0.3079568778464374
0.195	186.5	187.5	976.2512820512819	993.2923076923076	3.869	6.192	0.06061224489795915	0.09857142857142857	0.31258802502234134	0.3003093333333333	0.31512005017167216	0.3073795066028925
0.2	191.4	192.5	977.91	996.015	4.182	6.703	0.06387755102040812	0.10220000000000003	0.31148380355276906	0.29851255411255406	0.31430640216997935	0.306022391918656
0.205	196.3	197.5	979.5707317073171	998.741463414634	4.512	7.242	0.06734693877550996	0.10779999999999994	0.31034810663949736	0.29666497890295357	0.3135026455925662	0.3050734677236484
0.21	201.2	202.5	981.2333333333333	1001.4809523809524	4.859	7.811	0.07081632653061266	0.11379999999999998	0.3091832339297548	0.29476049382716046	0.31268515938165886	0.30420860342402467
0.215	206.1	207.5	982.893023255814	1004.2232558139535	5.222	8.408	0.07408163265306122	0.11939999999999991	0.3079961183891315	0.29281285140562247	0.3118294841745207	0.3032512890650388
0.22	211.	212.6	984.5545454545455	1007.4318181818182	5.602	9.035	0.07755102040816315	0.1229411764705885	0.30678357030015796	0.29083568516776415	0.3109940309072534	0.3017557903556505
0.225	215.9	217.6	986.2133333333334	1010.1866666666667	5.998	9.692	0.08081632653061213	0.13140000000000002	0.3055519530646904	0.2887928921568627	0.31012046296021284	0.3015724084185148
0.23	220.8	222.7	987.8695652173913	1013.391304347826	6.41	10.38	0.08408163265306111	0.134901960784314	0.304302536231884	0.28672354437958386	0.3092420218083042	0.3000098306858446
0.235	225.8	227.7	989.9489361702127	1016.1702127659573	6.838	11.1	0.08559999999999998	0.14399999999999977	0.3030498966637142	0.2845849802371541	0.30805707595601806	0.30010246119362555
0.24	230.7	232.8	991.5833333333334	1019.3333333333335	7.28	11.84	0.09020408163265352	0.14509803921568568	0.30177719982661466	0.2824742268041237	0.307423258968112	0.29777955813398893
0.245	235.7	237.9	993.6244897959183	1022.5306122448981	7.738	12.62	0.09160000000000004	0.15294117647058827	0.3005034648564559	0.280285834384195	0.3061964414391199	0.2975548617737641
0.25	240.7	243.	995.64	1025.72	8.21	13.43	0.09440000000000008	0.15882352941176497	0.2992244841434704	0.27806584362139913	0.3052381279868829	0.29672287870535585
0.255	245.7	248.2	997.6313725490195	1029.2941176470586	8.696	14.27	0.09719999999999977	0.16153846153846185	0.29794057794057793	0.27583937684662907	0.30428395204069725	0.2948094653341406
0.26	250.7	253.3	999.5923076923076	1032.4615384615383	9.194	15.14	0.09960000000000022	0.17058823529411707	0.29666001861454594	0.2735623108303724	0.3032605057782229	0.29515553960184054
0.265	255.7	258.5	1001.5283018867923	1036.	9.705	16.04	0.10219999999999985	0.17307692307692318	0.2953786989962195	0.2712830431979368	0.3022847049221266	0.29312352813970105
0.27	260.7	263.7	1003.4444444444443	1039.5185185185182	10.23	16.97	0.10500000000000007	0.17884615384615418	0.2940928270042194	0.26897990140310957	0.3013551093032687	0.2923333212799135
0.275	265.7	268.9	1005.3090909090909	1043.0181818181818	10.76	17.93	0.10599999999999987	0.18461538461538518	0.2928365324300589	0.2666542704846907	0.3000731641076326	0.2915707049063593
0.28	270.7	274.1	1007.1428571428571	1046.5	11.3	18.92	0.10800000000000018	0.1903846153846141	0.2915897057012683	0.2643074303782075	0.2990225131161712	0.2908373339784186
0.285	275.8	279.4	1009.2982456140353	1050.3157894736842	11.85	19.94	0.10784313725490127	0.1924528301886808	0.2903674160019338	0.26196611787162966	0.2975269566621527	0.288596557509861
0.29	280.8	284.6	1011.0689655172416	1053.7586206896553	12.41	20.99	0.1120000000000001	0.20192307692307462	0.28913817663817665	0.25958069805575074	0.2969821239826462	0.2894992243767007
0.295	285.9	289.9	1013.1525423728814	1057.5254237288136	12.98	22.07	0.11176470588235374	0.20377358490566247	0.2879328436516264	0.2572036334368173	0.29548186347936506	0.28713528245990405
0.3	290.9	295.2	1014.8333333333334	1061.2666666666667	13.55	23.18	0.11400000000000006	0.2094339622641504	0.2867537527214392	0.254810298102981	0.2945729581110534	0.28647156723866757
0.305	296.	300.5	1016.7868852459017	1064.9508196721313	14.12	24.31	0.11176470588235216	0.21320754716981066	0.2856306306306306	0.2524348308374931	0.2927264890744279	0.28500706503960993
0.31	301.1	305.9	1018.6774193548389	1068.9354838709678	14.69	25.47	0.1117647058823525	0.21481481481481574	0.28454555518653823	0.2500708292470306	0.2914314094318334	0.28256225880026653
0.315	306.2	311.2	1020.5079365079364	1072.5714285714287	15.26	26.66	0.11176470588235374	0.2245283018867922	0.2834966252993686	0.24766495287060836	0.2901816904521039	0.2839366243694159
0.32	311.3	316.6	1022.28125	1076.5	15.83	27.88	0.1117647058823525	0.22592592592592428	0.28248206446086305	0.24527268898715518	0.2889750223642661	0.2813636931589654
0.325	316.4	322.	1023.9999999999998	1080.3692307692306	16.4	29.12	0.11176470588235339	0.22962962962963096	0.28150021070375053	0.24289855072463767	0.2878092481096459	0.27995519531044777
0.33	321.6	327.4	1025.909090909091	1084.181818181818	16.95	30.38	0.10576923076922998	0.23333333333333395	0.2806281094527363	0.2405416412136021	0.2856009885173611	0.278589723559119
0.335	326.7	332.8	1027.4328358208954	1087.9402985074628	17.49	31.66	0.10588235294117701	0.23703703703703574	0.27979797979797977	0.2382011217948718	0.2846526266273051	0.27726657556242895
